streetAddress,addressLoc,addressReg,postalCode,latitute,longitude,price,beds,baths,sqft
1130 Verde Trails Dr,Houston,TX,77073,29.977396,-95.40456,$122500,3bd,2ba,1200 sqft
215 Carey Ridge Ct,Houston,TX,77094,29.782671,-95.70642,$349000,3bd,2ba,2366 sqft
16123 La Cabana Dr,Houston,TX,77062,29.558908,-95.13309,$179900,3bd,2ba,1590 sqft
19036 Bee Line Ct,Houston,TX,77073,29.975458,-95.405106,$155000,3bd,3ba,1874 sqft
3507 Mosley Ct #G,Houston,TX,77004,29.735312,-95.372574,$315000,2bd,3ba,1771 sqft
1226 Thompson St,Houston,TX,77007,29.772879,-95.40392,$435000,3bd,4ba,2159 sqft
5003 Lymbar Dr,Houston,TX,77096,29.670296,-95.464386,$329990,3bd,2ba,1794 sqft
7506 Wisteria Ridge Ct,Houston,TX,77095,29.88765,-95.66025,$199999,4bd,3ba,2084 sqft
2400 McCue Rd #405,Houston,TX,77056,29.742884,-95.46476,$295000,2bd,2ba,1017 sqft
14111 Stokesmount Dr,Houston,TX,77077,29.765816,-95.63463,$339000,4bd,2ba,2302 sqft
6602 Teluco St,Houston,TX,77055,29.8006,-95.46592,$335000,3bd,2ba,1200 sqft
1409 Post Oak Blvd #2403,Houston,TX,77056,29.752537,-95.45945,$740000,2bd,2ba,1459 sqft
7339 Marilyn Ln,Houston,TX,77016,29.866028,-95.29619,$90000,3bd,1ba,1012 sqft
13610 Lake Michigan Ave,Houston,TX,77044,29.966017,-95.162834,$268000,3bd,3ba,2751 sqft
6815 Tournament Dr,Houston,TX,77069,29.986666,-95.54044,$207000,3bd,2ba,1855 sqft
1415 Bayou St,Houston,TX,77020,29.774063,-95.33786,$150000,1bd,1ba,704 sqft
12715 De Forrest St,Houston,TX,77066,29.981163,-95.50148,$184750,3bd,2ba,1829 sqft
4031 Bellefontaine St #104,Houston,TX,77025,29.702993,-95.441925,$405000,2bd,3ba,1471 sqft
1117 Panama St,Houston,TX,77009,29.785696,-95.35965,$275000,2bd,1ba,1012 sqft
3231 Allen Pkwy #2304,Houston,TX,77019,29.760153,-95.39988,$199900,1bd,1ba,797 sqft
1011 Studemont St #102,Houston,TX,77007,29.769606,-95.39196,$225000,1bd,1ba,754 sqft
2712 Barbara Ln,Houston,TX,77005,29.712757,-95.420784,$1175000,4bd,3ba,3155 sqft
2701 Westheimer Rd #8B,Houston,TX,77098,29.741543,-95.42054,$539999,2bd,2ba,1436 sqft
8632 Meadowcroft Dr,Houston,TX,77063,29.731985,-95.5151,$299999,3bd,3ba,2040 sqft
5112 Dartmoor Ridge Trl,Houston,TX,77066,29.941086,-95.495766,$189000,3bd,3ba,2229 sqft
1647 Walton St,Houston,TX,77009,29.80731,-95.37717,$323000,3bd,2ba,1554 sqft
4413 Koehler St #C,Houston,TX,77007,29.773859,-95.40542,$370000,3bd,4ba,2006 sqft
17539 Red Oak Dr #7539,Houston,TX,77090,30.025219,-95.4507,$112000,2bd,3ba,1640 sqft
9404 Stonehouse Ln,Houston,TX,77025,29.680534,-95.443115,$285000,3bd,2ba,1676 sqft
7312 Main St,Houston,TX,77030,29.702091,-95.40895,$790000,3bd,3ba,2523 sqft
Dylan (3591) Plan in Riverstone Ranch - The Manor - Classic,Houston,TX,77089,29.57169,-95.24721,$299990+,4bd,3ba,2591 sqft
6527 Coral Ridge Rd,Houston,TX,77069,29.974596,-95.52886,$279900,4bd,3ba,3014 sqft
7910 Millers Way,Houston,TX,77095,29.899618,-95.65769,$235000,4bd,3ba,2737 sqft
1916 Shearn St,Houston,TX,77007,29.774574,-95.37732,$449900,3bd,3ba,2504 sqft
10706 Silverado Trace Dr,Houston,TX,77095,29.933283,-95.67633,$237000,3bd,2ba,2576 sqft
13406 Popes Creek Ln,Houston,TX,77044,29.920797,-95.16973,$289974,4bd,3ba,3068 sqft
5522 Abundant Life Ln,Houston,TX,77048,29.631723,-95.334724,$192900,3bd,3ba,2078 sqft
4007 Portsmouth Ave,Houston,TX,77027,29.731274,-95.44187,$1375000,4bd,4ba,5270 sqft
103 Princess Dr,Houston,TX,77034,29.648027,-95.21747,$244999,5bd,3ba,2800 sqft
3615 Greenbriar Meadow Ln,Houston,TX,77059,29.612803,-95.13205,$409337,4bd,3ba,2890 sqft
1207 Sherwood Forest Glen Ct,Houston,TX,77043,29.788763,-95.58094,$415000,3bd,4ba,2686 sqft
6118 Oak Pass Dr,Houston,TX,77091,29.856873,-95.46321,$299900,5bd,4ba,3522 sqft
4431 Gunter St,Houston,TX,77020,29.768822,-95.32513,$354000,2bd,1ba,2880 sqft
Rousseau Plan in Stillwater on Lake Houston  70 Homesites,Houston,TX,77044,29.938019,-95.17558,$450990+,5bd,3ba,4842 sqft
The Hancock Plan in Silverglen North,Houston,TX,77014,29.97525,-95.464714,$209990+,4bd,3ba,2786 sqft
5211 Braesheather Dr,Houston,TX,77096,29.67594,-95.472046,$599000,4bd,3ba,4185 sqft
14207 Poneal Ct,Houston,TX,77084,29.858225,-95.623505,$215000,4bd,3ba,2561 sqft
5642 Wigton Dr,Houston,TX,77096,29.669735,-95.48517,$449900,4bd,3ba,3433 sqft
2112 Alabama St,Houston,TX,77004,29.731676,-95.370155,$550000,3bd,3ba,3296 sqft
10003 Willowgrove Dr,Houston,TX,77035,29.672825,-95.454094,$395000,4bd,3ba,3501 sqft
14618 Bending Maple Dr,Houston,TX,77069,29.99339,-95.509995,$273052,4bd,3ba,2659 sqft
14722 Bending Maple Dr,Houston,TX,77069,29.99455,-95.51084,$273452,4bd,3ba,2659 sqft
Jackie II Plan in Bayou Oaks at West Orem - 40' Homesites,Houston,TX,77045,29.624681,-95.41518,$212990+,3bd,2ba,1671 sqft
13226 James Terrace Ln,Houston,TX,77059,29.6116,-95.133095,$398289,2bd,3ba,2241 sqft
4823 Pecan Arbor Ln,Houston,TX,77069,29.996004,-95.51123,$247761,4bd,2ba,2171 sqft
14514 Vista Reach Ln,Houston,TX,77069,29.995844,-95.511185,$228105,4bd,2ba,1796 sqft
2218 Altman Trl,Houston,TX,77014,29.97881,-95.45312,$193827,4bd,2ba,1796 sqft
5713 B- LARKIN Plan in Arabelle at the Park,Houston,TX,77007,29.779327,-95.424675,$419900+,3bd,4ba,2108 sqft
The Hamilton Plan in Silverglen North,Houston,TX,77014,29.97525,-95.464714,$185990+,4bd,2ba,1796 sqft
The Prescott Plan in Silverglen North,Houston,TX,77014,29.97525,-95.464714,$180990+,3bd,2ba,1708 sqft
5713 A - LARKIN Plan in Arabelle at the Park,Houston,TX,77007,29.779327,-95.424675,$419900+,3bd,4ba,2108 sqft
1601 S Shepherd Dr #41,Houston,TX,77019,29.75087,-95.41053,$325000,2bd,2ba,1406 sqft
923 Caperton St,Houston,TX,77022,29.830427,-95.35834,$175000,2bd,1ba,1360 sqft
312 W 28th St #A,Houston,TX,77008,29.811777,-95.402145,$379900,3bd,4ba,1950 sqft
6469 Bayou Glen Rd,Houston,TX,77057,29.759827,-95.49833,$135000,2bd,2ba,993 sqft
5003 W Newpark Dr,Houston,TX,77041,29.841946,-95.55415,$302900,4bd,3ba,2726 sqft
13126 Clifton Hill Ln,Houston,TX,77044,29.8606,-95.2235,$206165,4bd,3ba,2253 sqft
1122 Autrey St #6,Houston,TX,77006,29.731148,-95.39329,$213000,1bd,2ba,958 sqft
12314 Longworth Ln,Houston,TX,77024,29.763927,-95.545334,$875000,4bd,4ba,3451 sqft
3002 Prairie Knoll Ct,Houston,TX,77059,29.602373,-95.13526,$309000,4bd,3ba,2700 sqft
234 Vanderpool Ln,Houston,TX,77024,29.760117,-95.54655,$820000,4bd,3ba,3119 sqft
16903 Walnut Pond Ct,Houston,TX,77059,29.60441,-95.10752,$350000,4bd,3ba,3224 sqft
2319 Keene St,Houston,TX,77009,29.781178,-95.36523,$524900,2bd,3ba,2754 sqft
1324 Hyde Park Blvd,Houston,TX,77006,29.74744,-95.39463,$795000,3bd,4ba,3686 sqft
11931 Waterdance Ln,Houston,TX,77095,29.94354,-95.67149,$359000,5bd,4ba,4170 sqft
5826 Autumn Forest Dr,Houston,TX,77092,29.845541,-95.476105,$278000,4bd,2ba,1950 sqft
The Matterhorn (5574) Plan in Waters Edge on Lake Houston - The Bend,Houston,TX,77044,29.96545,-95.16521,$297990+,4bd,3ba,2695 sqft
11514 Lakeside Place Dr,Houston,TX,77077,29.75382,-95.580345,$387900,3bd,3ba,2696 sqft
2409 Morse St,Houston,TX,77019,29.744324,-95.405205,$735000,3bd,4ba,3300 sqft
10906 Braewick Dr,Houston,TX,77096,29.661793,-95.49724,$259000,3bd,2ba,1728 sqft
8222 Roebourne Ln,Houston,TX,77070,29.983936,-95.55991,$227499,4bd,2ba,2485 sqft
2121 El Paseo St #2009,Houston,TX,77054,29.689848,-95.39093,$119900,2bd,2ba,925 sqft
8211 Hazen St,Houston,TX,77036,29.693237,-95.52961,$189750,5bd,2ba,2193 sqft
2322 Hialeah Dr,Houston,TX,77018,29.826946,-95.45392,$309000,3bd,1ba,1465 sqft
2121 Hepburn St #614,Houston,TX,77054,29.69218,-95.39058,$125000,2bd,1ba,948 sqft
1709 Ashland St,Houston,TX,77008,29.801222,-95.40381,$489000,3bd,4ba,2360 sqft
101 Stratford St #101,Houston,TX,77006,29.7467,-95.38194,$190000,2bd,2ba,868 sqft
11007 Sageburrow Dr,Houston,TX,77089,29.589485,-95.22965,$162500,3bd,2ba,1514 sqft
6409 Teluco St,Houston,TX,77055,29.800062,-95.4632,$295000,Studio,2ba,1272 sqft
2210 Linden Creek Ln,Houston,TX,77017,29.677023,-95.23451,$178000,4bd,2ba,1696 sqft
1407 Maryknoll Dr,Houston,TX,77015,29.763878,-95.22199,$119800,3bd,1ba,1124 sqft
1502 S Kirkwood Rd,Houston,TX,77077,29.753569,-95.58666,$339000,3bd,3ba,2262 sqft
15131 Manorhill Dr,Houston,TX,77062,29.570856,-95.14153,$209900,3bd,3ba,1759 sqft
11415 Walnut Meadow Dr,Houston,TX,77066,29.953623,-95.5072,$159999,3bd,3ba,1930 sqft
3231 Allen Pkwy #2107,Houston,TX,77019,29.760153,-95.39988,$175500,1bd,1ba,680 sqft
13822 Overbrook Ln,Houston,TX,77077,29.738525,-95.63417,$220000,3bd,2ba,1673 sqft
7028 Navigation Blvd,Houston,TX,77011,29.74322,-95.29777,$170000,2bd,2ba,804 sqft
5202 Polk St,Houston,TX,77023,29.734745,-95.32245,$259900,3bd,1ba,1378 sqft
5839 Clerkenwell Dr,Houston,TX,77084,29.862785,-95.664024,$159900,3bd,2ba,1575 sqft
12310 Brandywyne Dr,Houston,TX,77077,29.746986,-95.59893,$254900,3bd,2ba,1605 sqft
1901 Post Oak Blvd #3404,Houston,TX,77056,29.74694,-95.45974,$215000,1bd,1ba,869 sqft
12711 Old Oaks Dr,Houston,TX,77024,29.769602,-95.55704,$899900,4bd,3ba,2721 sqft
2121 El Paseo St #1504,Houston,TX,77054,29.689848,-95.39093,$115000,2bd,1ba,804 sqft
7655 S Braeswood Blvd #25,Houston,TX,77071,29.67388,-95.51177,$164900,2bd,2ba,1850 sqft
5226 Beechnut St,Houston,TX,77096,29.689436,-95.473526,$339000,3bd,2ba,1436 sqft
4226 Marina St,Houston,TX,77007,29.776033,-95.40403,$255000,2bd,1ba,1152 sqft
1901 Post Oak Blvd #1114,Houston,TX,77056,29.74694,-95.45974,$229900,1bd,1ba,869 sqft
711 Main St #905,Houston,TX,77002,29.758615,-95.36314,$249000,1bd,1ba,1000 sqft
300 Saint Joseph Pkwy #426,Houston,TX,77002,29.753296,-95.37613,$345000,2bd,3ba,1462 sqft
819 W 21st St #C,Houston,TX,77008,29.805155,-95.4132,$340000,2bd,2ba,1560 sqft
1100 Augusta Dr #88,Houston,TX,77057,29.756235,-95.483475,$144000,1bd,1ba,850 sqft
2701 Westheimer Rd #10F,Houston,TX,77098,29.741543,-95.42054,$349000,2bd,2ba,1333 sqft
1409 Post Oak Blvd #904,Houston,TX,77056,29.752537,-95.45945,$795000,2bd,3ba,1695 sqft
2616 Berry St,Houston,TX,77004,29.730408,-95.36506,$197999,2bd,1ba,1224 sqft
13242 Clifton Hill Ln,Houston,TX,77044,29.8606,-95.2235,$206090,4bd,3ba,2141 sqft
5259 Jason St,Houston,TX,77096,29.683893,-95.47609,$345000,3bd,2ba,1943 sqft
543 W Troy Rd,Houston,TX,77091,29.854616,-95.40841,$189900,3bd,1ba,1132 sqft
7611 Vernwood St,Houston,TX,77040,29.876621,-95.504684,$135000,3bd,2ba,1019 sqft
903 E 24th St,Houston,TX,77009,29.808376,-95.386795,$341000,2bd,1ba,784 sqft
908 Kelley St,Houston,TX,77009,29.812962,-95.35922,$355000,3bd,2ba,1585 sqft
5704 Kemp St,Houston,TX,77023,29.733114,-95.315315,$190000,2bd,1ba,679 sqft
9526 Winsome Ln,Houston,TX,77063,29.73506,-95.53417,$299000,3bd,2ba,1853 sqft
5406 Dumfries Dr,Houston,TX,77096,29.671497,-95.47726,$369900,4bd,2ba,2172 sqft
3823 Botany Ln,Houston,TX,77047,29.634466,-95.36582,$183500,3bd,2ba,1528 sqft
9919 Swindale Rdg,Houston,TX,77044,29.863152,-95.20909,$215750,3bd,3ba,2248 sqft
1918 Lynnview Dr,Houston,TX,77055,29.806711,-95.491776,$299000,3bd,2ba,1338 sqft
1807 Stoney Brook Dr #103,Houston,TX,77063,29.748579,-95.505,$219000,2bd,2ba,1158 sqft
1624 W 24th St,Houston,TX,77008,29.80737,-95.42855,$450000,3bd,4ba,2197 sqft
13007 Caldbeck Crk,Houston,TX,77044,29.86298,-95.207825,$195900,3bd,2ba,1674 sqft
13022 Larriston,Houston,TX,77044,29.863213,-95.20851,$204350,3bd,2ba,1869 sqft
2505 Eagle St,Houston,TX,77004,29.727667,-95.368675,$249000,2bd,1ba,1348 sqft
5623 Braesvalley Dr,Houston,TX,77096,29.679144,-95.488686,$335000,3bd,2ba,1698 sqft
615 Ridge St,Houston,TX,77009,29.78316,-95.37865,$395000,2bd,1ba,832 sqft
6603 Pine Tree Spgs,Houston,TX,77049,29.821804,-95.210815,$179900,3bd,3ba,1599 sqft
12548 Newbrook Dr,Houston,TX,77072,29.684628,-95.6013,$93000,2bd,2ba,833 sqft
Plan 1783 in Rancho Verde,Houston,TX,77049,29.8174,-95.133,$189990+,4bd,2ba,1783 sqft
Plan 1650 in Rancho Verde,Houston,TX,77049,29.8174,-95.133,$185990+,3bd,2ba,1650 sqft
1504 Brayson Oaks Pl #2,Houston,TX,77043,29.8026,-95.5623,$328264,2bd,4ba,1787 sqft
937 Wax Myrtle Ln,Houston,TX,77079,29.7804,-95.56681,$156000,1bd,2ba,1050 sqft
15906 River Roads Dr,Houston,TX,77079,29.77269,-95.64094,$499000,4bd,4ba,3386 sqft
4006 McDermed Dr,Houston,TX,77025,29.669922,-95.4403,$269900,3bd,2ba,1708 sqft
300 Saint Joseph Pkwy #120,Houston,TX,77002,29.753296,-95.37613,$299000,2bd,2ba,1311 sqft
5429 Hidalgo St #C,Houston,TX,77056,29.734951,-95.47325,$598000,3bd,4ba,2443 sqft
2842 Leeland St,Houston,TX,77003,29.742397,-95.352554,$315000,3bd,3ba,1759 sqft
2805 Dennis St,Houston,TX,77004,29.735392,-95.358734,$129000,2bd,1ba,864 sqft
4246 Feagan St,Houston,TX,77007,29.766415,-95.403564,$385000,3bd,3ba,2022 sqft
5917 Fairdale Ln #11,Houston,TX,77057,29.732388,-95.483116,$219900,2bd,3ba,1422 sqft
834 Garden Trace Ln,Houston,TX,77018,29.818727,-95.41373,$374999,3bd,3ba,1794 sqft
1511 Sandman St,Houston,TX,77007,29.774382,-95.41177,$425000,3bd,4ba,2211 sqft
16511 Bristle Creek Dr,Houston,TX,77095,29.913006,-95.661224,$210000,4bd,3ba,2308 sqft
811 Lovett Blvd #9,Houston,TX,77006,29.743252,-95.389534,$299500,2bd,3ba,1386 sqft
4808 Woodhead St,Houston,TX,77098,29.729935,-95.40461,$700000,3bd,2ba,2744 sqft
10326 Sagetrail Dr,Houston,TX,77089,29.59648,-95.23967,$194000,3bd,2ba,2013 sqft
3814 Dreyfus St,Houston,TX,77021,29.687157,-95.365776,$85000,1bd,1ba,898 sqft
1901 Post Oak Blvd #3503,Houston,TX,77056,29.74694,-95.45974,$230000,4bd,3ba,965 sqft
1702 Wellington Way,Houston,TX,77055,29.80062,-95.48513,$650000,3bd,3ba,2923 sqft
9903 Swindale Rdg,Houston,TX,77044,29.863316,-95.20924,$212100,3bd,4ba,2248 sqft
Paris Plan in City Heights at Brittmoore,Houston,TX,77043,29.801886,-95.56946,$354950+,4bd,3ba,2270 sqft
The Boston Plan in Mittlesteadt Estates,Houston,TX,77069,29.99466,-95.51144,$261990+,3bd,4ba,2812 sqft
5709 C - LARKIN Plan in Arabelle at the Park,Houston,TX,77007,29.779327,-95.424675,$399900+,2bd,2ba,2067 sqft
9333 Memorial Dr #418,Houston,TX,77024,29.779213,-95.468666,$395000,3bd,2ba,1514 sqft
9603 Meadowbriar Ln,Houston,TX,77063,29.732952,-95.53611,$290000,3bd,4ba,2069 sqft
2400 McCue Rd #222,Houston,TX,77056,29.742884,-95.46476,$199900,1bd,1ba,679 sqft
1435 Overhill St,Houston,TX,77018,29.828629,-95.435875,$385000,3bd,1ba,1392 sqft
16922 Cherokee Lake Ln,Houston,TX,77044,29.968912,-95.163925,$260000,4bd,3ba,2586 sqft
3563 Ruth St,Houston,TX,77004,29.71899,-95.35576,$289999,5bd,2ba,1647 sqft
123 E 2nd St,Houston,TX,77007,29.774702,-95.39684,$305000,2bd,3ba,1366 sqft
8100 Creekbend Dr #179,Houston,TX,77071,29.665627,-95.52076,$69900,2bd,2ba,807 sqft
4031 Villanova St,Houston,TX,77005,29.710577,-95.44235,$875000,3bd,3ba,1834 sqft
5225 Blossom St,Houston,TX,77007,29.767145,-95.41467,$315000,1bd,2ba,1280 sqft
7810 Bosphorus St,Houston,TX,77044,29.978918,-95.156555,$315000,4bd,4ba,3053 sqft
16606 Kassikay Dr,Houston,TX,77084,29.839098,-95.65268,$147900,3bd,2ba,1600 sqft
3711 San Felipe St #6C,Houston,TX,77027,29.74646,-95.437035,$345000,1bd,1ba,918 sqft
2207 Bancroft St #305,Houston,TX,77027,29.744337,-95.45138,$620000,2bd,2ba,1366 sqft
1860 White Oak Dr #221,Houston,TX,77009,29.78205,-95.37726,$147900,1bd,1ba,680 sqft
5706 Cartagena St,Houston,TX,77035,29.65084,-95.487274,$264000,3bd,2ba,1694 sqft
21211 Old Ranch Rd,Houston,TX,77073,30.029495,-95.398766,$149900,3bd,2ba,1756 sqft
4403 Kacee Dr,Houston,TX,77084,29.838652,-95.656364,$160000,3bd,2ba,1386 sqft
3505 Sage Rd #216,Houston,TX,77056,29.729906,-95.46596,$204900,1bd,1ba,793 sqft
5614 Ivory Mist Ln,Houston,TX,77041,29.84923,-95.590355,$389000,4bd,4ba,2784 sqft
78 Champion Villa Dr,Houston,TX,77069,29.995644,-95.529434,$299000,3bd,3ba,3214 sqft
The Charleston Plan in Mittlesteadt Estates,Houston,TX,77069,29.99466,-95.51144,$260990+,4bd,3ba,2659 sqft
The Carolina Plan in Mittlesteadt Estates,Houston,TX,77069,29.99466,-95.51144,$239990+,4bd,2ba,2171 sqft
The Providence Plan in Mittlesteadt Estates,Houston,TX,77069,29.99466,-95.51144,$258990+,4bd,3ba,2572 sqft
The Georgian Plan in Mittlesteadt Estates,Houston,TX,77069,29.99466,-95.51144,$257990+,3bd,3ba,2563 sqft
The Revere Plan in Silverglen North,Houston,TX,77014,29.97525,-95.464714,$171990+,3bd,2ba,1428 sqft
5711 A - LARKIN Plan in Arabelle at the Park,Houston,TX,77007,29.779327,-95.424675,$419900+,3bd,4ba,2108 sqft
The Ross Plan in Silverglen North,Houston,TX,77014,29.97525,-95.464714,$192990+,4bd,3ba,2153 sqft
The Knox Plan in Silverglen North,Houston,TX,77014,29.97525,-95.464714,$189990+,4bd,4ba,2129 sqft
The Virginian Plan in Mittlesteadt Estates,Houston,TX,77069,29.99466,-95.51144,$237990+,3bd,2ba,2001 sqft
The Henry Plan in Silverglen North,Houston,TX,77014,29.97525,-95.464714,$185990+,3bd,3ba,1900 sqft
The Savannah Plan in Mittlesteadt Estates,Houston,TX,77069,29.99466,-95.51144,$219990+,4bd,2ba,1796 sqft
Plan 2232 in Bridges on Lake Houston,Houston,TX,77044,29.9786,-95.1538,$270990+,4bd,3ba,2232 sqft
Walker Plan in Hidden Meadow - 40's,Houston,TX,77044,29.863176,-95.20147,$170990+,3bd,2ba,1691 sqft
Travis Plan in Hidden Meadow - 50's,Houston,TX,77044,29.863176,-95.20147,$193990+,4bd,1ba,1843 sqft
Hillshire Plan in Hidden Meadow - 40's,Houston,TX,77044,29.863176,-95.20147,$166990+,4bd,3ba,1602 sqft
4209 Hain St,Houston,TX,77009,29.798647,-95.36501,$195000,1bd,1ba,1104 sqft
2010 Summer St,Houston,TX,77007,29.773151,-95.37877,$325000,2bd,1ba,952 sqft
13915 Honey Bee Ct,Houston,TX,77039,29.917416,-95.33632,$205575,5bd,3ba,2616 sqft
5435 Holguin Hollow St,Houston,TX,77023,29.7412,-95.3335,$294888,4bd,3ba,1642 sqft
17434 Ivy Stream Dr,Houston,TX,77095,29.926468,-95.68204,$214900,4bd,3ba,2435 sqft
1239 W 23rd St,Houston,TX,77008,29.80701,-95.4212,$450000,3bd,4ba,2197 sqft
503 Airybrook Ln,Houston,TX,77094,29.778269,-95.705475,$385000,4bd,3ba,2832 sqft
14523 Eastern Redbud Ln,Houston,TX,77044,29.93319,-95.17076,$235000,4bd,3ba,2377 sqft
11 Versante Ct,Houston,TX,77070,29.96693,-95.54725,$224500,3bd,4ba,2284 sqft
351 Lakeside Ln #102,Houston,TX,77058,29.55222,-95.0742,$161000,1bd,1ba,888 sqft
2326 Lamonte Ln,Houston,TX,77018,29.825006,-95.45317,$365000,3bd,2ba,1544 sqft
9213 Hilldale St,Houston,TX,77055,29.787683,-95.51893,$650000,2bd,2ba,1639 sqft
300 Saint Joseph Pkwy #104,Houston,TX,77002,29.753296,-95.37613,$289000,2bd,2ba,1206 sqft
1615 Mossy Stone Dr,Houston,TX,77077,29.751986,-95.5876,$325000,4bd,3ba,2380 sqft
10835 Olympia Dr,Houston,TX,77042,29.743196,-95.5693,$385000,4bd,3ba,2177 sqft
1107 Jocelyn St,Houston,TX,77023,29.727814,-95.31605,$235995,3bd,1ba,1286 sqft
5818 Phillips St,Houston,TX,77091,29.8505,-95.43722,$87878,2bd,1ba,1144 sqft
2203 Wakefield Dr,Houston,TX,77018,29.823418,-95.45005,$380000,3bd,1ba,1064 sqft
16915 Lake Willowby Ln,Houston,TX,77044,29.969042,-95.16607,$205000,4bd,2ba,1871 sqft
1207 Campton Ct,Houston,TX,77055,29.79091,-95.47106,$529000,3bd,3ba,2090 sqft
809 Carl St,Houston,TX,77009,29.783598,-95.36262,$375000,2bd,1ba,814 sqft
3333 Allen Pkwy #1408,Houston,TX,77019,29.760065,-95.40085,$349000,1bd,2ba,1097 sqft
3711 San Felipe St #10C,Houston,TX,77027,29.74646,-95.437035,$799000,2bd,2ba,1497 sqft
5947 Valkeith Dr,Houston,TX,77096,29.671602,-95.49507,$299000,3bd,2ba,2009 sqft
4015 Byron St,Houston,TX,77005,29.71201,-95.44175,$1229000,4bd,5ba,3720 sqft
6014 Hoover St,Houston,TX,77092,29.839233,-95.47891,$189900,3bd,2ba,1181 sqft
1400 Hermann Dr #11B,Houston,TX,77004,29.72222,-95.38672,$279900,2bd,2ba,1433 sqft
10706 Piping Rock Ln,Houston,TX,77042,29.741098,-95.565346,$349500,3bd,2ba,1965 sqft
12330 Rip Van Winkle Dr,Houston,TX,77024,29.76703,-95.546555,$954000,4bd,3ba,2803 sqft
2209 W Main St,Houston,TX,77098,29.735907,-95.41341,$699000,2bd,3ba,1749 sqft
505 Jackson Hill St #405,Houston,TX,77007,29.766024,-95.40225,$279500,2bd,3ba,1416 sqft
1228 Fountain View Dr #180,Houston,TX,77057,29.755133,-95.486404,$294000,2bd,3ba,1680 sqft
2410 Roy Cir,Houston,TX,77007,29.78123,-95.41257,$290000,3bd,1ba,1237 sqft
12102 Boheme Dr,Houston,TX,77024,29.76787,-95.54018,$1200000,4bd,4ba,3561 sqft
3013 Fairdale Estates Ct,Houston,TX,77057,29.733587,-95.485435,$339000,3bd,4ba,2031 sqft
18800 Egret Bay Blvd #1007,Houston,TX,77058,29.535872,-95.09848,$127500,2bd,2ba,976 sqft
18906 Dural Dr,Houston,TX,77094,29.778563,-95.70072,$250000,3bd,2ba,1893 sqft
15651 Boulder Oaks Dr,Houston,TX,77084,29.852745,-95.63398,$178000,3bd,2ba,1926 sqft
9726 Philmont Dr,Houston,TX,77080,29.827042,-95.53287,$319000,3bd,2ba,1728 sqft
6633 W Sam Houston Pkwy S #1B,Houston,TX,77072,29.706173,-95.555504,$235000,2bd,2ba,1372 sqft
1003 Highland St,Houston,TX,77009,29.787573,-95.38451,$1695000,4bd,4ba,4231 sqft
1313 Richelieu Ln,Houston,TX,77018,29.835108,-95.43337,$849999,4bd,5ba,3162 sqft
8011 Burning Hills Dr,Houston,TX,77071,29.668856,-95.519,$279900,4bd,2ba,2204 sqft
727 Diamond Leaf Ln,Houston,TX,77079,29.777857,-95.56524,$1349000,5bd,4ba,5556 sqft
13423 Highland Park Ct,Houston,TX,77070,29.971117,-95.55129,$264900,3bd,3ba,2623 sqft
3123 Silverchase Meadows Dr,Houston,TX,77014,29.980358,-95.462006,$231717,4bd,3ba,2667 sqft
10146 Fairfax St,Houston,TX,77029,29.760519,-95.249916,$152999,4bd,2ba,1647 sqft
10623 Opal Ridge Dr,Houston,TX,77095,29.925905,-95.67159,$289900,4bd,3ba,2824 sqft
14027 Dunsmore Landing Dr,Houston,TX,77059,29.60879,-95.12833,$433641,4bd,3ba,2546 sqft
3322 Exchange St,Houston,TX,77020,29.792507,-95.29122,$157000,3bd,1ba,936 sqft
121 N Post Oak Ln #1004,Houston,TX,77024,29.76778,-95.45765,$1145000,3bd,3ba,2755 sqft
6222 Elm Heights Ln,Houston,TX,77081,29.713303,-95.47062,$412000,2bd,3ba,2450 sqft
4115 Dacca Dr,Houston,TX,77047,29.641632,-95.36258,$112800,3bd,1ba,1138 sqft
1120 Jackson Blvd,Houston,TX,77006,29.74921,-95.39309,$569900,Studio,2ba,2992 sqft
6161 Reims Rd #1112,Houston,TX,77036,29.71257,-95.51473,$80000,2bd,2ba,934 sqft
6535 Cindy Ln,Houston,TX,77008,29.795258,-95.43183,$459999,3bd,4ba,1458 sqft
4114 Blue Bonnet Blvd,Houston,TX,77025,29.701721,-95.44363,$1475000,5bd,4ba,1872 sqft
14235 Flower Creek Ln,Houston,TX,77077,29.749708,-95.63732,$799000,4bd,5ba,4540 sqft
5015 Heatherglen Dr,Houston,TX,77096,29.676258,-95.46519,$1262320,3bd,3ba,4036 sqft
2810 Jordens Rd,Houston,TX,77084,29.807232,-95.6895,$575000,4bd,3ba,2856 sqft
18514 Vinland Dr,Houston,TX,77058,29.542904,-95.08696,$349900,3bd,4ba,2538 sqft
3306 Nance St,Houston,TX,77020,29.768488,-95.336235,$269900,2bd,5ba,1350 sqft
9302 Bauman Rd,Houston,TX,77022,29.843918,-95.37086,$499999,5bd,3ba,1360 sqft
Shenandoah Plan in Hidden Meadow - 50's,Houston,TX,77044,29.863176,-95.20147,$163990+,3bd,3ba,1557 sqft
Crockett Plan in Hidden Meadow - 50's,Houston,TX,77044,29.863176,-95.20147,$187990+,1bd,1ba,1674 sqft
Plan PB53 in Villas at The Reserve 50?,Houston,TX,77059,29.611864,-95.13258,$358900+,2bd,3ba,2127 sqft
